Task ID,Task Description,Skill Requirement,Task Deadline,Task Priority,Task Dependencies,Estimated Completion Time,Team Member ID,Team Member Skills,Team Member Workload
TASK-00173,Face total table believe blood writer.,Event Planning,2025-01-22,Medium,['TASK-00046'],2,TM-390,"['Data Analysis', 'HTML', 'Finance', 'Graphic Design', 'Design']",10
TASK-00174,Democratic wrong east rule.,SQL,2024-12-31,Low,[],4,TM-110,"['Customer Support', 'Data Analysis', 'SQL', 'Teaching']",16
TASK-00175,Not report theory he science but memory.,Event Planning,2025-01-18,Low,"['TASK-00157', 'TASK-00054']",3,TM-166,"['Marketing', 'Teaching', 'Event Planning']",5
TASK-00176,Board similar exactly need information address.,SQL,2025-01-02,High,['TASK-00084'],8,TM-335,"['Editing', 'Design', 'Finance', 'CSS', 'Event Planning']",9
TASK-00177,Past you no worry.,DevOps,2025-01-14,Low,"['TASK-00086', 'TASK-00091']",6,TM-231,"['Graphic Design', 'Teaching', 'Event Planning', 'Marketing']",0
TASK-00178,Indicate important pressure far carry difficult.,Teaching,2025-01-15,Low,"['TASK-00091', 'TASK-00166', 'TASK-00036']",8,TM-393,"['Python', 'Marketing', 'HTML', 'SEO']",8
TASK-00179,World hold stand view class season.,Data Analysis,2025-01-20,Medium,[],6,TM-219,"['SEO', 'Marketing', 'Teaching', 'HTML', 'Data Analysis']",16
TASK-00180,Table data least more fund.,Finance,2025-01-01,Medium,[],2,TM-125,"['SEO', 'Event Planning', 'DevOps']",18
TASK-00181,Star news issue four then.,Event Planning,2025-01-16,Low,"['TASK-00177', 'TASK-00125', 'TASK-00064']",5,TM-311,"['Java', 'HTML', 'Python', 'SEO', 'SQL']",8
TASK-00182,Avoid city blood other federal last top.,DevOps,2025-01-06,Medium,"['TASK-00029', 'TASK-00121']",3,TM-451,"['SEO', 'Graphic Design']",4
TASK-00183,Huge data often voice success.,CSS,2025-01-03,High,"['TASK-00147', 'TASK-00052']",2,TM-225,"['SEO', 'Editing', 'Event Planning']",16
TASK-00184,Front each brother marriage.,Data Analysis,2025-01-05,High,[],3,TM-396,"['SEO', 'DevOps']",14
TASK-00185,Figure themselves surface travel before seven.,Marketing,2025-01-20,Low,"['TASK-00120', 'TASK-00059']",8,TM-186,"['Marketing', 'Editing', 'CSS', 'Data Analysis']",0
TASK-00186,Protect season ten these past face make.,CSS,2025-01-20,Low,"['TASK-00110', 'TASK-00102', 'TASK-00125']",1,TM-426,"['Customer Support', 'DevOps']",0
TASK-00187,Recent science sort if thank inside position talk.,Graphic Design,2025-01-06,Low,"['TASK-00138', 'TASK-00126']",5,TM-295,"['C++', 'Customer Support', 'Data Analysis', 'Java']",17
TASK-00188,Over model want charge will.,HTML,2025-01-05,High,['TASK-00132'],2,TM-294,"['Marketing', 'C++', 'Teaching', 'SEO', 'Customer Support']",8
TASK-00189,Debate drug seek upon between.,Finance,2024-12-29,Medium,['TASK-00167'],6,TM-038,"['SEO', 'Finance', 'Editing']",13
TASK-00190,Enough medical data age cup what table.,Python,2025-01-22,Medium,"['TASK-00002', 'TASK-00160']",7,TM-010,"['Design', 'SEO']",13
TASK-00191,Design accept shoulder save usually always nor.,CSS,2025-01-02,Medium,['TASK-00150'],6,TM-273,"['Marketing', 'DevOps', 'Finance', 'Event Planning', 'Data Analysis']",4
TASK-00192,Degree our card join red Mrs teacher general.,Marketing,2025-01-20,Low,['TASK-00079'],3,TM-052,"['Java', 'CSS']",17
TASK-00193,Phone response help fire serious.,DevOps,2025-01-14,Low,"['TASK-00081', 'TASK-00059']",4,TM-104,"['SQL', 'Graphic Design', 'CSS', 'HTML']",6
TASK-00194,Company during create behind control.,DevOps,2024-12-30,Low,['TASK-00113'],2,TM-428,"['Python', 'Finance', 'Graphic Design', 'DevOps', 'Event Planning']",6
TASK-00195,Information election seven face floor half player class.,Teaching,2024-12-27,Low,"['TASK-00113', 'TASK-00103', 'TASK-00051']",4,TM-395,"['HTML', 'C++', 'Event Planning', 'Editing', 'Data Analysis']",16
TASK-00196,Office else question bring.,HTML,2025-01-01,Low,['TASK-00031'],8,TM-380,"['SEO', 'Graphic Design', 'HTML', 'Finance']",2
TASK-00197,Law reduce effort about.,Customer Support,2025-01-13,Medium,"['TASK-00066', 'TASK-00131', 'TASK-00029']",8,TM-009,"['Teaching', 'Graphic Design']",12
TASK-00198,Their outside effect chance.,HTML,2025-01-12,Medium,"['TASK-00080', 'TASK-00017']",7,TM-485,"['Design', 'C++', 'SEO', 'Finance']",12
TASK-00199,Office life offer still.,Event Planning,2025-01-15,Low,"['TASK-00187', 'TASK-00166']",6,TM-024,"['Design', 'SQL', 'Data Analysis']",0
TASK-00200,Itself tell your western nor add pull join.,CSS,2025-01-07,High,['TASK-00036'],8,TM-391,"['Java', 'Marketing']",9
TASK-00201,Say hear water protect between box art drug.,DevOps,2024-12-26,High,"['TASK-00041', 'TASK-00108', 'TASK-00045']",3,TM-480,"['SQL', 'DevOps', 'Finance']",3
TASK-00202,Marriage positive high difference.,SQL,2025-01-06,Low,"['TASK-00053', 'TASK-00079', 'TASK-00104']",6,TM-466,"['SEO', 'Python', 'Teaching', 'Event Planning']",10
TASK-00203,Reveal stock animal Mr find organization challenge.,Python,2025-01-11,Medium,[],3,TM-468,"['Java', 'Teaching', 'Event Planning', 'Data Analysis', 'DevOps']",16
TASK-00204,Land someone treatment see scene degree.,SQL,2025-01-18,Low,[],1,TM-179,"['C++', 'Graphic Design', 'Java']",3
TASK-00205,Could year picture artist teacher partner present condition.,Event Planning,2025-01-09,Medium,"['TASK-00138', 'TASK-00113', 'TASK-00035']",1,TM-160,"['Event Planning', 'Editing', 'C++', 'SQL', 'SEO']",17
TASK-00206,Until conference rule write design offer soon.,DevOps,2025-01-11,High,[],8,TM-253,"['CSS', 'Design', 'Editing']",4
TASK-00207,Light threat appear watch.,CSS,2025-01-10,Low,[],2,TM-368,"['Data Analysis', 'HTML', 'Event Planning', 'Finance', 'CSS']",5
TASK-00208,Piece better exactly enough next.,Data Analysis,2025-01-12,Medium,"['TASK-00172', 'TASK-00152', 'TASK-00134']",5,TM-390,"['SEO', 'Graphic Design', 'SQL']",4
TASK-00209,Movement model adult public image break.,Java,2025-01-09,High,"['TASK-00162', 'TASK-00013', 'TASK-00204']",4,TM-094,"['CSS', 'Java']",7
TASK-00210,Management hotel live sit without religious.,SQL,2025-01-22,Medium,"['TASK-00003', 'TASK-00147']",8,TM-248,"['Marketing', 'Teaching', 'Design', 'HTML']",14
TASK-00211,Into apply then radio end.,Editing,2025-01-15,High,"['TASK-00031', 'TASK-00191', 'TASK-00072']",6,TM-173,"['Editing', 'SEO', 'Teaching']",15
TASK-00212,Speech the family check.,Finance,2025-01-13,High,[],6,TM-391,"['C++', 'DevOps', 'Marketing', 'SEO']",0
TASK-00213,Happy movie according.,CSS,2024-12-26,Low,['TASK-00118'],2,TM-062,"['CSS', 'DevOps', 'Customer Support', 'Design']",13
TASK-00214,Local identify radio expect.,C++,2024-12-26,High,['TASK-00102'],4,TM-073,"['Python', 'Marketing', 'DevOps']",11
TASK-00215,Various serve laugh pay.,Customer Support,2025-01-04,High,['TASK-00145'],1,TM-410,"['Design', 'SQL', 'Event Planning', 'C++']",3
TASK-00216,Tough on course true.,SQL,2025-01-18,High,['TASK-00193'],3,TM-277,"['Marketing', 'Editing', 'Python', 'Customer Support', 'CSS']",12
TASK-00217,Cover site address difficult.,Customer Support,2025-01-06,Medium,"['TASK-00120', 'TASK-00083', 'TASK-00035']",5,TM-001,"['Editing', 'Data Analysis']",6
TASK-00218,Power generation it deep likely then better.,C++,2025-01-15,Low,"['TASK-00036', 'TASK-00037', 'TASK-00124']",3,TM-392,"['Teaching', 'SQL', 'SEO']",13
TASK-00219,Me employee service goal land radio.,Teaching,2025-01-14,High,['TASK-00064'],6,TM-037,"['Editing', 'CSS', 'Finance']",12
TASK-00220,Let glass improve social.,HTML,2024-12-28,High,['TASK-00053'],8,TM-073,"['SEO', 'Python', 'Customer Support', 'Java']",16
TASK-00221,Person quality admit phone scene bed.,Data Analysis,2024-12-26,High,[],8,TM-119,"['Data Analysis', 'HTML', 'Editing', 'DevOps', 'Customer Support']",14
TASK-00222,Member hear again personal recognize Democrat.,CSS,2025-01-08,Low,"['TASK-00070', 'TASK-00011']",7,TM-430,"['HTML', 'Finance', 'Marketing', 'Data Analysis']",5
TASK-00223,Indicate bad girl above hospital.,Event Planning,2025-01-05,Medium,['TASK-00134'],2,TM-046,"['Design', 'Event Planning', 'Graphic Design', 'DevOps']",13
TASK-00224,Chair either operation cut.,Graphic Design,2025-01-18,Low,[],5,TM-432,"['Editing', 'SEO', 'Marketing', 'Event Planning']",8
TASK-00225,Popular television although live wife visit throw sport.,DevOps,2024-12-30,Low,[],2,TM-366,"['Design', 'Event Planning', 'HTML', 'Data Analysis', 'Marketing']",8
TASK-00226,Reach religious now where store.,HTML,2025-01-18,High,"['TASK-00144', 'TASK-00156', 'TASK-00215']",7,TM-311,"['Java', 'HTML', 'Data Analysis', 'Graphic Design', 'Teaching']",20
TASK-00227,Unit should sport effect hard fly shoulder.,HTML,2025-01-19,High,[],2,TM-495,"['DevOps', 'Graphic Design', 'Event Planning']",12
TASK-00228,War prevent section hear power skin establish.,Java,2025-01-02,Medium,"['TASK-00219', 'TASK-00118', 'TASK-00147']",1,TM-482,"['Graphic Design', 'Python', 'HTML', 'Data Analysis', 'C++']",0
TASK-00229,Including trial form.,SEO,2024-12-25,Low,"['TASK-00106', 'TASK-00206']",1,TM-374,"['Editing', 'DevOps', 'Graphic Design', 'SEO', 'SQL']",11
TASK-00230,Trip career foreign on.,Design,2024-12-26,Medium,"['TASK-00201', 'TASK-00013', 'TASK-00084']",8,TM-358,"['SQL', 'Marketing', 'Editing', 'Teaching']",17
TASK-00231,Plan writer film number together sure expert.,SEO,2025-01-08,High,"['TASK-00193', 'TASK-00090', 'TASK-00200']",3,TM-433,"['C++', 'SEO', 'SQL', 'Data Analysis', 'Editing']",7
TASK-00232,Blue explain the nature young.,SEO,2024-12-29,Medium,[],2,TM-328,"['SEO', 'Event Planning', 'Customer Support', 'C++', 'Teaching']",12
TASK-00233,Officer good impact serve number popular media.,Marketing,2025-01-19,Medium,"['TASK-00090', 'TASK-00087', 'TASK-00207']",8,TM-459,"['SQL', 'Customer Support', 'Event Planning', 'Python']",3
TASK-00234,Offer citizen and scientist.,Marketing,2024-12-31,High,"['TASK-00233', 'TASK-00130']",5,TM-388,"['Teaching', 'C++', 'HTML']",2
TASK-00235,Score Mrs up college staff.,C++,2025-01-06,High,"['TASK-00219', 'TASK-00068', 'TASK-00038']",6,TM-273,"['Teaching', 'CSS', 'Finance', 'Marketing']",3
TASK-00236,Consumer technology audience protect.,Data Analysis,2025-01-22,High,[],6,TM-116,"['Java', 'Design', 'Editing', 'C++', 'SEO']",8
TASK-00237,Thus sport set culture feeling.,Python,2024-12-24,Medium,['TASK-00214'],4,TM-126,"['Finance', 'Marketing', 'C++']",0
TASK-00238,Laugh us itself pretty.,Data Analysis,2025-01-20,Low,[],8,TM-430,"['Graphic Design', 'Marketing', 'Event Planning', 'C++', 'Editing']",18
TASK-00239,Respond brother practice year decide finish.,Teaching,2025-01-03,High,"['TASK-00192', 'TASK-00067', 'TASK-00181']",6,TM-412,"['Graphic Design', 'DevOps', 'SQL', 'HTML']",10
TASK-00240,Challenge turn suffer in able similar.,DevOps,2024-12-24,Low,['TASK-00083'],4,TM-408,"['HTML', 'Event Planning', 'Editing']",10
TASK-00241,House among maintain.,HTML,2024-12-26,High,['TASK-00185'],6,TM-368,"['Finance', 'Editing', 'Data Analysis']",1
TASK-00242,Accept many table evening task dream.,Finance,2025-01-16,High,"['TASK-00128', 'TASK-00152', 'TASK-00112']",2,TM-489,"['Python', 'Finance', 'Editing']",20
TASK-00243,Owner director themselves according mean throw marriage.,Java,2025-01-01,Medium,"['TASK-00223', 'TASK-00181', 'TASK-00038']",2,TM-350,"['C++', 'Editing', 'Data Analysis', 'CSS']",0
TASK-00244,Technology arm just.,Event Planning,2025-01-09,Medium,['TASK-00102'],4,TM-339,"['Data Analysis', 'Customer Support', 'SQL', 'HTML', 'Event Planning']",16
TASK-00245,Hit team far production baby.,Graphic Design,2025-01-12,Low,"['TASK-00221', 'TASK-00002']",1,TM-365,"['HTML', 'C++', 'Data Analysis', 'Java']",16
TASK-00246,Seven finally and.,Graphic Design,2024-12-25,High,['TASK-00188'],4,TM-128,"['SQL', 'Python', 'SEO']",15
TASK-00247,Air must either return must PM beautiful.,HTML,2025-01-01,Medium,[],2,TM-485,"['Teaching', 'Graphic Design', 'Marketing', 'DevOps', 'Design']",4
TASK-00248,Ahead forget plant sea result Mrs.,SEO,2024-12-25,Low,[],5,TM-182,"['Graphic Design', 'Editing', 'Design']",2
TASK-00249,Stay try course save low.,SQL,2025-01-05,Medium,"['TASK-00052', 'TASK-00059', 'TASK-00090']",2,TM-174,"['HTML', 'Editing', 'Python', 'Data Analysis', 'Finance']",17
TASK-00250,Term inside test health house road something.,Java,2025-01-22,High,"['TASK-00025', 'TASK-00044']",1,TM-494,"['Python', 'SEO']",12
TASK-00251,Street none activity discover similar.,Data Analysis,2025-01-05,Low,"['TASK-00220', 'TASK-00018']",3,TM-097,"['SQL', 'Marketing', 'Customer Support', 'Java', 'SEO']",4
TASK-00252,Boy enter political interesting us yes.,DevOps,2025-01-03,High,['TASK-00229'],8,TM-362,"['Customer Support', 'CSS', 'Graphic Design']",14
TASK-00253,Quite consider step a dark red career.,Python,2025-01-03,High,[],2,TM-414,"['Data Analysis', 'HTML', 'SQL', 'SEO']",5
TASK-00254,Hard tend mouth.,Customer Support,2025-01-13,Low,[],8,TM-099,"['SEO', 'Finance', 'Event Planning']",17
TASK-00255,Knowledge customer do everything my simply difficult.,Teaching,2025-01-06,Medium,[],2,TM-174,"['DevOps', 'CSS', 'HTML']",15
TASK-00256,Stage painting soon read early somebody.,Marketing,2025-01-09,Medium,[],6,TM-031,"['HTML', 'C++', 'SEO', 'Finance', 'SQL']",16
TASK-00257,Line pretty paper ball sell tell information light.,Customer Support,2025-01-04,Medium,['TASK-00145'],6,TM-070,"['Marketing', 'Data Analysis', 'SEO', 'Customer Support', 'Graphic Design']",13
TASK-00258,Officer break kid himself hear right.,Teaching,2025-01-05,Low,"['TASK-00013', 'TASK-00252', 'TASK-00054']",6,TM-288,"['Teaching', 'Data Analysis', 'Design', 'Customer Support', 'Graphic Design']",9
TASK-00259,Group cut lay discussion safe better increase.,Java,2024-12-28,High,[],4,TM-485,"['Data Analysis', 'SQL']",20
TASK-00260,Character life indeed.,SEO,2025-01-08,High,[],1,TM-025,"['Teaching', 'Marketing', 'SQL', 'Editing']",1
TASK-00261,Wonder town enough vote.,Graphic Design,2025-01-10,High,['TASK-00190'],1,TM-467,"['HTML', 'Finance', 'C++']",7
TASK-00262,Factor style opportunity compare for education never.,SEO,2025-01-07,Low,['TASK-00254'],4,TM-293,"['Java', 'Teaching']",6
TASK-00263,Available street design here worry run office.,HTML,2025-01-20,Medium,[],4,TM-338,"['SQL', 'Teaching', 'Graphic Design', 'HTML']",11
TASK-00264,Whom of left rather.,Teaching,2025-01-02,Low,['TASK-00073'],4,TM-319,"['Graphic Design', 'Data Analysis', 'HTML', 'SEO']",8
TASK-00265,Level language play cell alone.,Graphic Design,2025-01-20,High,[],7,TM-422,"['Teaching', 'Editing', 'Graphic Design', 'HTML', 'Customer Support']",15
TASK-00266,Usually travel rate him event to specific.,Editing,2025-01-04,High,[],7,TM-022,"['CSS', 'Design', 'Java', 'SEO', 'Finance']",3
TASK-00267,Blood serious star most seven reach media.,SQL,2025-01-19,Medium,[],3,TM-275,"['SQL', 'Editing', 'SEO', 'DevOps']",12
TASK-00268,Resource above military forget account.,Data Analysis,2024-12-28,High,"['TASK-00146', 'TASK-00134']",2,TM-390,"['Teaching', 'Marketing']",2
TASK-00269,Share concern public scientist hotel.,Event Planning,2025-01-03,Low,['TASK-00266'],1,TM-241,"['HTML', 'Customer Support', 'Event Planning', 'Python', 'Marketing']",5
TASK-00270,Much collection fill anything energy issue himself.,C++,2025-01-13,High,[],4,TM-224,"['Finance', 'CSS', 'Design', 'Data Analysis']",1
TASK-00271,Situation agreement machine appear character.,Customer Support,2025-01-02,Low,['TASK-00163'],1,TM-292,"['CSS', 'SEO']",8
TASK-00272,Sell debate one yes.,SQL,2025-01-10,Medium,"['TASK-00103', 'TASK-00029', 'TASK-00201']",7,TM-079,"['Customer Support', 'C++', 'HTML', 'Event Planning']",20
TASK-00273,Recognize find morning act expert success purpose.,Marketing,2025-01-11,Medium,"['TASK-00013', 'TASK-00226', 'TASK-00036']",4,TM-309,"['SQL', 'CSS', 'Editing', 'Customer Support']",1
TASK-00274,Fact tough laugh rock ahead finally.,HTML,2024-12-31,High,[],7,TM-266,"['SQL', 'SEO']",11
TASK-00275,Tv young interest somebody candidate thank maybe.,Java,2025-01-14,Low,[],4,TM-004,"['Python', 'Java', 'Graphic Design', 'Marketing', 'Teaching']",18
TASK-00276,Happy within one least environmental act.,HTML,2024-12-28,Low,[],2,TM-011,"['Teaching', 'Data Analysis', 'SEO', 'Event Planning', 'Marketing']",14
TASK-00277,Guess this local follow listen trip.,Design,2025-01-19,High,"['TASK-00129', 'TASK-00177', 'TASK-00233']",8,TM-471,"['Finance', 'DevOps', 'HTML']",4
TASK-00278,Former impact he its fish most easy.,Data Analysis,2025-01-05,High,['TASK-00199'],5,TM-452,"['DevOps', 'Python', 'Marketing']",9
TASK-00279,Nation series true region.,CSS,2024-12-26,Low,"['TASK-00211', 'TASK-00278', 'TASK-00117']",7,TM-065,"['Marketing', 'Teaching', 'Customer Support', 'Finance']",14
TASK-00280,Bit mother consider long moment reality.,Finance,2024-12-31,Medium,"['TASK-00238', 'TASK-00187', 'TASK-00173']",6,TM-341,"['CSS', 'Marketing', 'HTML', 'Finance', 'DevOps']",6
TASK-00281,Office soldier drug final.,Marketing,2025-01-21,High,"['TASK-00238', 'TASK-00210']",6,TM-330,"['Marketing', 'Teaching', 'C++', 'Design']",3
TASK-00282,Brother four knowledge simple free.,Finance,2025-01-03,Medium,"['TASK-00027', 'TASK-00103', 'TASK-00112']",6,TM-283,"['Teaching', 'Graphic Design', 'C++']",14
TASK-00283,Value face level road foreign garden better.,Python,2025-01-08,High,['TASK-00198'],3,TM-140,"['Teaching', 'Marketing', 'C++']",13
TASK-00284,Record great impact rate better call else.,SEO,2025-01-01,Medium,['TASK-00067'],8,TM-162,"['HTML', 'C++']",2
TASK-00285,Current lay detail child.,Python,2025-01-11,Low,[],6,TM-437,"['SEO', 'DevOps']",6
TASK-00286,Sister back again every.,CSS,2025-01-09,Low,"['TASK-00034', 'TASK-00186']",6,TM-299,"['Event Planning', 'SEO', 'DevOps', 'C++', 'CSS']",9
TASK-00287,Office nearly operation.,HTML,2025-01-12,High,['TASK-00078'],3,TM-213,"['Graphic Design', 'SQL']",17
TASK-00288,Identify perform player join.,Event Planning,2025-01-05,High,"['TASK-00128', 'TASK-00059']",3,TM-466,"['HTML', 'Java', 'C++', 'Marketing', 'Design']",12
TASK-00289,Interesting white movie almost.,Event Planning,2024-12-25,Low,[],6,TM-477,"['SQL', 'Finance', 'Event Planning', 'Python', 'Design']",18
TASK-00290,Easy rich great per.,DevOps,2025-01-19,Medium,[],6,TM-036,"['CSS', 'Data Analysis', 'SEO']",12
TASK-00291,Approach happy soldier discussion.,CSS,2024-12-29,Low,['TASK-00165'],5,TM-365,"['DevOps', 'Event Planning']",0
TASK-00292,Suddenly enjoy interesting miss population conference simply.,Graphic Design,2025-01-22,Low,"['TASK-00130', 'TASK-00099']",5,TM-267,"['Event Planning', 'SEO']",5
TASK-00293,As million sometimes try.,Java,2025-01-12,High,['TASK-00157'],5,TM-230,"['SEO', 'Java', 'CSS', 'DevOps', 'Teaching']",14
TASK-00294,Effort term state their base.,C++,2025-01-15,Medium,[],3,TM-447,"['Python', 'Data Analysis']",12
TASK-00295,Walk identify see watch.,Marketing,2025-01-13,Medium,"['TASK-00199', 'TASK-00019', 'TASK-00139']",7,TM-172,"['Customer Support', 'Graphic Design', 'Marketing', 'DevOps']",10
TASK-00296,Tonight necessary wind executive exactly.,CSS,2025-01-03,Medium,"['TASK-00283', 'TASK-00099']",8,TM-145,"['C++', 'Finance', 'Event Planning', 'SEO']",2
TASK-00297,Here expect left according.,SEO,2025-01-04,High,[],1,TM-416,"['HTML', 'Design', 'Java']",5
TASK-00298,Morning reflect short improve.,DevOps,2025-01-14,Low,['TASK-00293'],4,TM-399,"['C++', 'Python']",0
